index,SYMPTOMS,JACKFRUIT,SAMBONG,LEMON,JASMINE,MANGO,MINT,AMPALAYA,MALUNGGAY,GUAVA,LAGUNDI
1196,My need concerns with acute otitis media,0,1,0,0,0,0,0,0,0,0
1197,Which natural remedy should I use for respiratory tract infection,0,1,0,0,0,0,0,0,1,1
1198,What herbal should I use with weight loss,0,0,0,0,0,0,1,0,0,0
1199,I have loose bowel movement,0,1,0,0,0,0,0,0,0,0
1200,What herbal should I use with wound infection,0,1,0,0,0,0,0,0,0,0
1201,Is there a herbal for rich in micronutrients,1,0,0,0,0,0,0,0,0,0
1202,Herbal for malnutrition,0,0,0,0,0,0,0,1,0,0
1203,I have Vitamin A,0,0,0,0,1,0,0,0,0,0
1204,I have dental issues,0,0,0,0,0,1,0,0,0,0
1205,I have joint problems,0,1,0,0,0,0,0,0,0,0
1206,What herbal should I use with oral bacteria,0,0,0,0,0,1,0,0,0,0
1207,My need concerns with rich in vitamins,0,0,0,0,0,0,1,1,0,0
1208,I have healthy digestion,0,0,0,0,0,1,0,0,0,0
1209,Is there a herbal for ulcer,0,1,0,0,0,0,0,0,0,0
1210,My need concerns with muscle pain,0,1,0,0,0,0,0,0,0,1
1211,What herbal should I use with rich in micronutrients,1,0,0,0,0,0,0,0,0,0
1212,My need concerns with calm,0,0,0,1,0,1,0,0,0,0
1213,Is there a herbal for viral infection,1,0,0,0,0,0,0,0,0,0
1214,My need concerns with boost energy level,0,0,0,0,0,0,0,1,0,0
1215,I need a herbal for boost energy level,0,0,0,0,0,0,0,1,0,0
1216,My need concerns with stomach discomfort,0,1,0,0,0,1,0,0,0,0
1217,I need a herbal for nausea,0,0,0,0,0,1,0,0,0,0
1218,What herbal should I use with laryngitis,0,1,0,0,0,0,0,0,1,1
1219,What herbal should I use with ulcers,1,0,0,0,0,0,0,0,0,0
1220,What herbal should I use with antioxidant,0,1,0,1,0,0,1,1,1,0
1221,Herbal for rheumatism,0,1,0,0,0,0,0,0,0,0
1222,My need concerns with diarrhea,0,1,0,1,0,0,0,0,1,0
1223,I need a herbal for insect bites,0,0,0,0,0,0,0,0,0,1
1224,I need a herbal for stroke,0,0,1,0,0,0,0,0,0,0
1225,Is there a remedy for cancer,1,0,0,1,0,0,0,0,0,0
1226,I need a herbal for respiratory infection,0,1,0,0,0,0,0,0,1,1
1227,Is there a herbal for diabetes,1,0,0,0,1,0,1,1,1,0
1228,Herbal for anti-spasm,0,1,1,0,0,0,0,0,0,0
1229,Is there a herbal for fever,0,1,0,0,0,0,0,0,0,1
1230,Which natural remedy should I use for relax muscle,0,1,0,0,0,0,0,0,0,0
1231,Is there a remedy for ulcers,1,0,0,0,0,0,0,0,0,0
1232,Is there a remedy for bone problems,0,1,0,0,0,0,0,0,0,0
1233,I have relaxing,0,0,1,1,0,0,0,0,0,0
1234,My need concerns with cooling sensation,0,0,0,0,0,1,0,0,0,0
1235,Which natural remedy should I use for urinary tract,0,1,0,0,0,0,0,0,0,0
1236,Which natural remedy should I use for support fetal growth,0,0,0,0,1,0,0,0,0,0
1237,What herbal should I use with antimicrobial,0,1,0,0,0,1,0,0,1,1
1238,Is there a herbal for rich in minerals,0,0,0,0,0,0,1,0,0,0
1239,Herbal for gut problems,1,0,0,0,0,0,0,0,0,0
1240,I need a herbal for acute rhinitis,0,1,0,0,0,0,0,0,0,0
1241,Is there a herbal for staph infection,0,0,0,0,1,0,0,0,0,0
1242,Is there a herbal for protein,0,0,0,0,0,0,0,1,0,0
1243,Which natural remedy should I use for acute otitis media,0,1,0,0,0,0,0,0,0,0
1244,I need a herbal for rich in iron,0,0,1,0,1,0,0,0,0,0
1245,Which natural remedy should I use for low calories,0,0,0,0,1,0,0,0,0,0
1246,What herbal should I use with dull hair,0,0,0,0,1,0,0,0,0,0
1247,Which natural remedy should I use for diabetes,1,0,0,0,1,0,1,1,1,0
1248,I have anti-diarrhea,0,1,0,0,0,0,0,0,0,0
1249,Herbal for dull hair,0,0,0,0,1,0,0,0,0,0
1250,What herbal should I use with rich in vitamins,0,0,0,0,0,0,1,1,0,0
1251,Which natural remedy should I use for cell damage,0,0,0,0,1,0,0,0,1,0
1252,My need concerns with skincare,0,0,0,0,0,0,0,1,0,0
1253,Is there a remedy for prevent weight gain,0,0,1,0,0,0,0,0,0,0
1254,My need concerns with cuts,0,1,0,0,0,0,0,0,0,0
1255,I have vitamin A,0,0,0,0,0,0,0,1,0,0
1256,I need a herbal for skin aging,0,0,0,0,0,0,0,0,1,0
1257,Is there a remedy for minerals,0,0,0,0,1,0,0,0,0,0
1258,Is there a remedy for skincare,0,0,0,0,0,0,0,1,0,0
1259,My need concerns with cancer treatment,0,0,0,1,0,0,0,0,0,0
1260,My need concerns with malnutrition,0,0,0,0,0,0,0,1,0,0
1261,I have kidney stones,0,1,1,0,0,0,0,0,0,0
1262,Which natural remedy should I use for bone problems,0,1,0,0,0,0,0,0,0,0
1263,Is there a remedy for cooling sensation,0,0,0,0,0,1,0,0,0,0
1264,My need concerns with vitamin E,0,0,0,0,0,0,0,1,0,0
1265,Which natural remedy should I use for dull hair,0,0,0,0,1,0,0,0,0,0
1266,My need concerns with joint problems,0,1,0,0,0,0,0,0,0,0
1267,What herbal should I use with digestive enzymes,0,0,0,0,0,1,0,0,0,0
1268,I need a herbal for weight loss,0,0,0,0,0,0,1,0,0,0
1269,Herbal for rhinorrhea,0,0,0,0,0,1,0,0,0,0
1270,What herbal should I use with heart disease,0,0,1,1,0,0,0,0,0,0
1271,Is there a herbal for muscle pain,0,1,0,0,0,0,0,0,0,1
1272,What herbal should I use with heart problems,1,0,0,0,0,0,0,0,0,0
1273,Herbal for cancer treatment,0,0,0,1,0,0,0,0,0,0
1274,I need a herbal for inflammation,1,1,0,1,0,0,0,1,0,1
1275,I have skin problems,1,1,0,0,0,0,0,0,0,0
1276,Is there a remedy for gut problems,1,0,0,0,0,0,0,0,0,0
1277,I have bloating,0,0,0,0,0,1,0,0,0,0
1278,Is there a herbal for hypertension,0,1,0,0,0,0,0,0,0,0
1279,Which natural remedy should I use for hair,0,0,0,0,1,0,0,0,0,0
1280,Herbal for lower respiratory tract infection,0,1,0,0,0,0,0,0,1,1
1281,Is there a remedy for indigestion,0,0,0,0,0,1,0,0,1,0
1282,Is there a remedy for healthy digestion,0,0,0,0,0,1,0,0,0,0
1283,Is there a remedy for stomach discomfort,0,1,0,0,0,1,0,0,0,0
1284,Herbal for asthma,0,0,0,0,0,0,0,0,0,1
1285,I have acute otitis media,0,1,0,0,0,0,0,0,0,0
1286,Is there a remedy for refreshing,0,0,0,0,0,1,0,0,0,0
1287,I have rich in minerals,0,0,0,0,0,0,1,0,0,0
1288,I need a herbal for vitamin A,0,0,0,0,0,0,0,1,0,0
1289,Which natural remedy should I use for hepatoprotective,0,1,0,1,0,0,0,0,0,0
1290,I have dry cough,0,1,0,0,0,0,0,0,0,0
1291,I need a herbal for upper respiratory tract infection,0,1,0,0,0,0,0,0,1,1
1292,Is there a remedy for anti-spasm,0,1,1,0,0,0,0,0,0,0
1293,I have oral bacteria,0,0,0,0,0,1,0,0,0,0
1294,My need concerns with muscle pain,0,1,0,0,0,0,0,0,0,1
1295,I need a herbal for muscle pain,0,1,0,0,0,0,0,0,0,1
1296,Which natural remedy should I use for Alzheimerâ€™s disease,0,0,0,1,0,0,0,0,0,0
1297,Which natural remedy should I use for asthma,0,0,0,0,0,0,0,0,0,1
1298,Is there a remedy for source of B vitamins,1,0,0,0,0,0,0,0,0,0
1299,Which natural remedy should I use for scalds on skin,0,0,0,0,1,0,0,0,0,0
1300,Is there a remedy for digestive discomfort,0,0,0,0,0,1,0,0,0,0
1301,My need concerns with infection,0,1,0,0,1,0,1,0,1,0
1302,I need a herbal for nutrient deficiencies,0,0,0,0,0,0,0,1,0,0
1303,I have digestive enzymes,0,0,0,0,0,1,0,0,0,0
1304,I have kidney problem,0,1,0,0,0,0,0,0,0,0
1305,I need a herbal for rheumatism,0,1,0,0,0,0,0,0,0,0
1306,Is there a remedy for urinary tract infection,0,1,0,0,0,0,0,0,0,0
1307,Is there a remedy for rich in fiber,0,0,1,0,0,0,1,0,0,0
1308,I have arthritis,0,1,0,0,0,0,0,0,0,0
1309,My need concerns with anti-spasm,0,1,1,0,0,0,0,0,0,0
1310,I have ligament problems,0,1,0,0,0,0,0,0,0,0
1311,My need concerns with skin damage,0,0,0,0,0,0,0,0,1,0
1312,Herbal for hepatitis,0,1,0,1,0,0,0,0,0,0
1313,What herbal should I use with diabetes,1,0,0,0,1,0,1,1,1,0
1314,Is there a remedy for pharyngitis,0,1,0,0,0,0,0,0,1,1
1315,What herbal should I use with headaches,0,0,0,0,0,1,0,0,0,0
1316,I need a herbal for Parkinsonâ€™s disease,0,0,0,1,0,0,0,0,0,0
1317,Herbal for rich in potassium,1,0,0,0,0,0,0,0,0,0
1318,Which natural remedy should I use for ulcer,0,1,0,0,0,0,0,0,0,0
1319,Which natural remedy should I use for upper respiratory tract infection,0,1,0,0,0,0,0,0,1,1
1320,Is there a herbal for cooling sensation,0,0,0,0,0,1,0,0,0,0
1321,What herbal should I use with freshen breath,0,0,0,0,0,1,0,0,0,0
1322,Is there a herbal for promote satiety/satisfaction,0,0,0,0,0,0,1,0,0,0
1323,I need a herbal for rich in potassium,1,0,0,0,0,0,0,0,0,0
1324,Which natural remedy should I use for Parkinsonâ€™s disease,0,0,0,1,0,0,0,0,0,0
1325,Herbal for joint problems,0,1,0,0,0,0,0,0,0,0
1326,Herbal for freshen breath,0,0,0,0,0,1,0,0,0,0
1327,Is there a herbal for LBM,0,1,0,0,0,0,0,0,0,0
1328,My need concerns with high blood pressure,1,1,0,0,1,0,0,0,0,0
1329,Herbal for digestive enzymes,0,0,0,0,0,1,0,0,0,0
1330,Which natural remedy should I use for liver pain,0,0,0,1,0,0,0,0,0,0
1331,Is there a remedy for hepatitis,0,1,0,1,0,0,0,0,0,0
1332,My need concerns with refreshing,0,0,0,0,0,1,0,0,0,0
1333,Is there a remedy for rheumatism,0,1,0,0,0,0,0,0,0,0
1334,My need concerns with blood clotting,0,1,0,0,0,0,0,0,0,0
1335,I need a herbal for rich in micronutrients,1,0,0,0,0,0,0,0,0,0
1336,I need a herbal for staph infection,0,0,0,0,1,0,0,0,0,0
1337,What herbal should I use with nasal congestion,0,1,0,0,0,1,0,0,0,1
1338,My need concerns with dental issues,0,0,0,0,0,1,0,0,0,0
1339,Which natural remedy should I use for refreshing,0,0,0,0,0,1,0,0,0,0
1340,Herbal for rhinitis,0,1,0,0,0,1,0,0,0,0
1341,My need concerns with cell damage,0,0,0,0,1,0,0,0,1,0
1342,Is there a remedy for high fiber,0,0,1,0,0,0,1,0,0,0
1343,Herbal for bone problems,0,1,0,0,0,0,0,0,0,0
1344,My need concerns with weight management,0,0,0,0,0,0,1,0,0,0
1345,My need concerns with skin problems,1,1,0,0,0,0,0,0,0,0
1346,Herbal for cell repair,0,0,0,0,1,0,0,0,1,0
1347,Is there a herbal for laryngitis,0,1,0,0,0,0,0,0,1,1
1348,Which natural remedy should I use for relaxing,0,0,1,1,0,0,0,0,0,0
1349,Which natural remedy should I use for nausea,0,0,0,0,0,1,0,0,0,0
1350,Herbal for pregnancy,0,0,0,0,1,0,0,0,0,0
1351,Which natural remedy should I use for bloating,0,0,0,0,0,1,0,0,0,0
1352,Is there a remedy for stomach pain,0,1,0,0,0,1,0,0,0,0
1353,Which natural remedy should I use for anemic,0,0,1,0,0,0,0,0,0,0
1354,Which natural remedy should I use for anti-melanogenic,1,1,0,0,0,0,0,0,0,0
1355,I need a herbal for antitumor,0,1,0,0,0,0,0,0,0,0
1356,Is there a remedy for weight management,0,0,0,0,0,0,1,0,0,0
1357,Is there a herbal for stomach pain,0,1,0,0,0,1,0,0,0,0
1358,I need a herbal for LBM,0,1,0,0,0,0,0,0,0,0
1359,Which natural remedy should I use for inflammation,1,1,0,1,0,0,0,1,0,1
